time,open,high,low,close,volume
2015-05-11 20:00:00,100.0,100.35875355780739,99.97176476628368,100.11377138291577,868.2917314441282
2015-05-12 00:00:00,100.11377138291577,100.27441456337088,100.06815665266306,100.19706784685546,538.3441024916001
2015-05-12 04:00:00,100.19706784685546,100.62195304442541,100.17142085303837,100.55099636153146,623.5208890512657
2015-05-12 08:00:00,100.5535149867686,100.78903665702325,100.54462737657032,100.75970754336889,752.315201357542
2015-05-12 12:00:00,100.75698884782693,100.97566714215378,100.7018888051619,100.7690419821599,1260.1215552116064
2015-05-12 16:00:00,100.7690419821599,100.97934319720362,100.61882682855722,100.78620942828593,556.3769036573709
2015-05-12 20:00:00,100.78362842146116,101.13297013349668,100.70618814046807,101.10543581136581,552.4797490214238
2015-05-13 00:00:00,101.10543581136581,101.27304869928264,101.04863366601622,101.21810891935434,575.9818050591795
2015-05-13 04:00:00,101.2171536609229,101.28500711649959,101.17936186288019,101.26954683548212,678.2307788153983
2015-05-13 08:00:00,101.26954683548212,101.60523207262737,101.20370801825197,101.59781361434793,761.7508995299212
2015-05-13 12:00:00,101.60341372744611,101.79831700363542,101.52997191322984,101.75406360276152,1269.659353975344
2015-05-13 16:00:00,101.75319848647692,101.83283692148368,101.44121286480097,101.63907743012703,832.6569038110879
2015-05-13 20:00:00,101.63588533521919,101.64812177634535,101.41318210672338,101.44744414187657,723.6305059404689
2015-05-14 00:00:00,101.44744414187657,101.46430652924653,101.26107038673506,101.33029492435905,623.6505847207859
2015-05-14 04:00:00,101.300907679516,101.3346365775625,101.22457385762131,101.30534569241688,687.6470617954303
2015-05-14 08:00:00,101.30534569241688,101.46786227376451,100.90965314652702,101.25676736647057,879.4975943877373
2015-05-14 12:00:00,101.25676736647057,101.37529431387514,101.13200215867629,101.34588537203793,1281.6522942964643
2015-05-14 16:00:00,101.34588537203793,101.53671297826571,101.32203192125947,101.4371865112245,1462.4044135940348
2015-05-14 20:00:00,101.27326782662482,101.46586016376659,101.20586050862518,101.2280086273965,739.9390918440046
2015-05-15 00:00:00,101.2280086273965,101.46054689907804,101.14889766898939,101.3686503312314,415.1817041988247
2015-05-15 04:00:00,101.36694835403934,101.4868816229792,100.97973522860494,101.21189177062423,536.1822640427926
2015-05-15 08:00:00,101.21189177062423,101.32427128660622,101.0507593763853,101.30691856722667,532.4409278967838
2015-05-15 12:00:00,101.30443150479333,101.39889858899573,100.49076690218212,100.59414597546021,1672.0985819958544
2015-05-15 16:00:00,100.59145559149648,100.70685641447093,100.49294269383535,100.62054035175834,1695.4761076818631
2015-05-15 20:00:00,100.61960187507293,100.92603232483982,100.60762413762276,100.88111580940168,838.7716796788733
2015-05-18 00:00:00,100.88004219312982,101.00671121429876,100.86793412492986,100.8772480235452,722.5498524413051
2015-05-18 04:00:00,100.86532998456738,100.97840182010293,100.75830015551081,100.86532998456738,851.8430856915115
2015-05-18 08:00:00,100.864479228166,101.01788630756538,100.71107214876662,101.01030024319947,894.9653037250438
2015-05-18 12:00:00,101.01030024319947,101.17087535441483,100.98426103597534,101.13008059643039,1812.848514671442
2015-05-18 16:00:00,101.13008059643039,101.19885436266544,101.12198956510862,101.19561795013674,1357.8082125006413
2015-05-18 20:00:00,101.15440845270786,101.28089142693528,101.0227629081038,101.03997147602591,1244.887305676134
2015-05-19 00:00:00,101.33086447738259,101.42047085904512,101.07156105434146,101.24918786400877,513.1527558507355
2015-05-19 04:00:00,101.20128506297932,101.26913214561442,101.18806809882962,101.22860012222202,472.59296846621385
2015-05-19 08:00:00,101.2251457341874,101.26084620309013,101.0593935571391,101.0610935794678,1035.1544424205335
2015-05-19 12:00:00,101.0610935794678,101.15677263504517,100.87466737839435,100.97527834405301,1380.0659344195049
2015-05-19 16:00:00,100.97623610286418,101.0095713323402,100.8329847113321,100.95731610775616,1678.7666522996637
2015-05-19 20:00:00,100.95731610775616,101.11319741908716,100.93179168250897,101.00836495825051,788.8087887495892
2015-05-20 00:00:00,101.00740054843584,101.03492327542948,100.92208009475554,101.00373085150335,605.0744378436992
2015-05-20 04:00:00,101.00275026438183,101.05684385122356,100.94486063635821,100.99895422319996,724.0315971529433
2015-05-20 08:00:00,100.99895422319996,101.07317149915971,100.94401416177519,101.05967744898521,719.4566553819046
2015-05-20 12:00:00,101.05967744898521,101.08516315044335,100.93497955256508,101.07059989246729,1691.405651335909
2015-05-20 16:00:00,101.07059989246729,101.31818713793002,100.99670757502298,101.27500331604698,2100.1641368554956
2015-05-20 20:00:00,101.27402653038445,101.3197740125546,101.1587428753156,101.16514752281942,904.5356841056843
2015-05-21 00:00:00,101.16687415031903,101.68464479852801,101.09205180231196,101.62977507665614,616.4293152310721
2015-05-21 04:00:00,101.63265110837301,101.75403933088965,101.49451968275065,101.5949789013851,904.8107423993733
2015-05-21 08:00:00,101.59411743759244,101.6053121752698,101.52135164268964,101.5469396145236,500.31510821376014
2015-05-21 12:00:00,101.5469396145236,101.55299601432039,101.42927241847148,101.47858881681685,1428.3978834113498
2015-05-21 16:00:00,101.47766030830157,101.50493468885573,101.42018929213387,101.48934932853908,1731.1270610310023
2015-05-21 20:00:00,101.48934932853908,101.52575303757679,101.4239881236759,101.48686725746833,919.809582855202
2015-05-22 00:00:00,101.4895449813485,101.65235705982434,101.09313296418996,101.44087832745628,890.7285478278012
2015-05-22 04:00:00,101.44087832745628,101.48727998289769,101.37514264891425,101.38674306277461,647.0454246578867
2015-05-22 08:00:00,101.38485704406799,101.4387484278182,101.19491200298111,101.29209318679301,1163.5117774055707
2015-05-22 12:00:00,101.29209318679301,101.32576489062336,101.21979805798077,101.23663390989596,1669.6236603432462
2015-05-22 16:00:00,101.23663390989596,101.30910539649615,101.1261148928307,101.24569284572098,2025.8305564189784
2015-05-22 20:00:00,101.24569284572098,101.27000570073157,101.14062657942526,101.23700968321721,988.5718759877597
2015-05-25 00:00:00,101.23523072965601,101.59204620127325,101.22880988569375,101.58103904019507,363.97769046085506
2015-05-25 04:00:00,101.58103904019507,101.60626251461187,101.43726523601927,101.54404461105042,632.8694647117749
